,game_id,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,0_regression_score,1_regression_score,2_regression_score,3_regression_score,4_regression_score,regression_label,label,regression_score
2471,200810120min,-1,1,6,2008,2,13.0,-1.1424668,12.650891,4.625554,6.3373013,5.02094,2.0,1,5.02094
2472,200811160car,-1,1,11,2008,9,14.0,,26.13295,,20.067936,5.5305976999999995,9.0,1,20.067936
2473,200811020chi,-1,1,9,2008,4,13.0,5.3487897,,4.549074,14.345757999999998,7.27692,4.0,1,6.31285485
2474,200809070atl,1,1,1,2008,13,3.0,-9.147103,,-7.471010700000001,,,13.0,1,-8.309056850000001
2475,200812140clt,-1,1,15,2008,10,17.0,,,,,19.5473,10.0,1,19.5473
2476,200809210sfo,1,1,3,2008,18,5.0,,-2.3173307999999997,,-6.326233,-8.585258999999999,18.0,1,-6.326233
2477,200909130gnb,1,1,1,2009,6,5.0,,,4.901730000000001,10.3743305,,6.0,1,7.63803025
2478,200911290min,1,1,12,2009,26,10.5,8.208956,,,16.021503,15.583841,26.0,1,15.583841
2479,200909270sea,-1,-1,3,2009,-6,2.5,,,9.175532,,2.8031697,-6.0,0,5.98935085
2480,200910250cin,1,1,7,2009,35,2.0,-1.6927428,2.9548798,-3.9251150000000004,,-6.1149793,35.0,1,-2.8089289
2481,201001030det,-1,-1,17,2009,-14,4.5,-0.07372135,-11.057979,,-6.2516313,-13.418297,-14.0,0,-8.65480515
2482,200912200rav,1,1,15,2009,24,10.5,15.414232,16.053226000000002,,13.394576,,24.0,1,15.414232
2483,200910180atl,1,1,6,2009,7,4.0,,,8.391453,13.316633,,7.0,1,10.854043
2484,200911120sfo,1,1,10,2009,4,3.0,,6.773862400000001,-8.252455,,,4.0,1,-0.739296299999999
2485,200910180gnb,1,1,6,2009,26,14.0,,,7.990145,15.405919,15.405331,26.0,1,15.405331
2486,200911080sea,1,1,9,2009,12,11.0,,7.3929133,3.1094806,9.843146,,12.0,1,7.3929133
2487,200912060cin,-1,1,13,2009,10,13.5,7.1919475,1.8408325,5.518644,13.067789,9.995552,10.0,1,7.1919475
2488,200910040chi,1,1,4,2009,24,9.5,,11.807096000000001,5.1118383000000005,,,24.0,1,8.459467150000002
2489,200912130rav,1,1,14,2009,45,14.0,6.4202657,18.13655,,8.864635,19.89411,45.0,1,13.5005925
2490,200909130nor,1,1,1,2009,18,14.0,,9.523292999999999,14.650620000000002,,12.433771,18.0,1,12.433771
2491,200911150gnb,1,1,10,2009,10,3.0,,-3.8490300000000004,6.1704364,4.0661154,-4.214078400000001,10.0,1,0.10854269999999988
2492,201001170min,1,1,19,2009,31,2.5,8.015839,-6.074197,,,-4.5413857,31.0,1,-4.5413857
2493,200912060nyg,1,1,13,2009,7,1.0,-3.5106826,,,,,7.0,1,-3.5106826
2494,200912270was,-1,-1,16,2009,-17,7.0,-12.044815,-12.576083,,-2.7150307000000002,,-17.0,0,-12.044815
2495,200910040den,1,1,4,2009,7,3.0,4.520012400000001,-4.8843455,,-8.523924000000001,,7.0,1,-4.8843455
2496,200909130tam,-1,-1,1,2009,-13,5.0,-9.242927,-11.7311735,,,,-13.0,0,-10.48705025
2497,200911080phi,-1,-1,9,2009,-4,3.0,,,,0.55172914,,-4.0,0,0.55172914
2498,200910110kan,1,-1,5,2009,-6,7.0,,,0.24908465,,,-6.0,0,0.24908465
2499,200912190nor,-1,-1,15,2009,-7,7.5,2.2940269,2.3494333999999997,10.688658,,,-7.0,0,2.3494333999999997
