,regression_label,regression_score,LOWESS Wide Window,LOWESS Tight Window,OLS
199,-18.0,-8.8593855,-4.898664383376967,-7.1193925539285035,-1.208332304224393
200,-18.0,-8.049551333333334,-4.890287210687332,-7.097324665916757,-1.208332304224393
201,-18.0,-7.4482205,-4.863329071190438,-7.056858888250734,-1.208332304224393
202,-18.0,-6.867297000000001,-4.843067011920287,-7.0290861215518,-1.208332304224393
203,-18.0,-5.993231,-4.833029865971902,-7.015281797152602,-1.208332304224393
204,-18.0,-4.8976340233333335,-4.831506585110934,-7.013066012192308,-1.208332304224393
205,-18.0,-1.325345475,-4.815973210484907,-6.973344090065619,-1.208332304224393
206,-18.0,-0.7730905,-4.813988342034165,-6.966852881311823,-1.208332304224393
207,-18.0,-0.7348512666666668,-4.810381530621695,-6.961103522970729,-1.208332304224393
208,-18.0,0.04653893333333367,-4.79685238392874,-6.924308912626176,-1.208332304224393
209,-18.0,1.17121841,-4.792551360225605,-6.9061524563395205,-1.208332304224393
210,-18.0,1.9245839,-4.791845367248857,-6.903367467694895,-1.208332304224393
211,-18.0,2.1127078999999997,-4.784623052914015,-6.889593700149973,-1.208332304224393
212,-18.0,4.10924795,-4.778162847612375,-6.861788587164174,-1.208332304224393
213,-18.0,4.961737066666666,-4.768166211948128,-6.829648709504325,-1.208332304224393
214,-18.0,5.881515,-4.767759287571595,-6.827869649615434,-1.208332304224393
215,-18.0,10.117862250000002,-4.754919418915005,-6.792408617007127,-1.208332304224393
216,-18.0,10.823507375000002,-4.743031872298061,-6.767801969356596,-1.208332304224393
217,-17.0,-15.039288,-4.737055720544412,-6.754870326934584,-1.0337984034300274
218,-17.0,-13.188876,-4.735230456737494,-6.750835188009263,-1.0337984034300274
219,-17.0,-12.034109999999998,-4.731089369300129,-6.741378782213642,-1.0337984034300274
220,-17.0,-11.1239555,-4.7203760562513875,-6.695953198073252,-1.0337984034300274
221,-17.0,-9.882360333333333,-4.709452752909301,-6.657388730438181,-1.0337984034300274
222,-17.0,-8.9463272,-4.709006055914638,-6.656281950541105,-1.0337984034300274
223,-17.0,-7.500810375,-4.701956007331591,-6.6341443870217045,-1.0337984034300274
224,-17.0,-6.077069333333333,-4.691776114648331,-6.60467297153363,-1.0337984034300274
225,-17.0,-5.676467000000001,-4.674877774813593,-6.530978573124484,-1.0337984034300274
226,-17.0,-4.83597255,-4.673471470894307,-6.524202966461766,-1.0337984034300274
227,-17.0,-4.66247865,-4.672538279339939,-6.519706523154566,-1.0337984034300274
228,-17.0,-3.9364760999999997,-4.659395121917922,-6.472822765854487,-1.0337984034300274
229,-17.0,-3.0213543499999997,-4.65698254523972,-6.465757774003578,-1.0337984034300274
230,-17.0,-2.5416658999999995,-4.628188854483127,-6.365071641833917,-1.0337984034300274
231,-17.0,-1.5649313500000002,-4.589356821760409,-6.208782028872712,-1.0337984034300274
232,-17.0,-1.1465491,-4.585582215697307,-6.194084937042169,-1.0337984034300274
233,-17.0,-0.6182344499999999,-4.581929085509048,-6.180404338767899,-1.0337984034300274
234,-17.0,-0.5122034333333328,-4.580138503533478,-6.173630631544443,-1.0337984034300274
235,-17.0,0.5508947,-4.576351217560285,-6.15915434072333,-1.0337984034300274
236,-17.0,2.509413625,-4.568696156398955,-6.129274320818699,-1.0337984034300274
237,-17.0,3.1437376,-4.5558989624160935,-6.065294939376182,-1.0337984034300274
238,-17.0,3.6975651000000003,-4.553036462589309,-6.053720338979623,-1.0337984034300274
239,-17.0,4.032359,-4.54967403602033,-6.038149032904326,-1.0337984034300274
240,-17.0,6.1179743,-4.543070398506162,-6.0068750451411566,-1.0337984034300274
241,-17.0,7.548095,-4.530519488310808,-5.947115367493087,-1.0337984034300274
242,-17.0,9.262201,-4.517742400188349,-5.890585680765149,-1.0337984034300274
243,-17.0,11.192456333333332,-4.512871755531261,-5.866924528804343,-1.0337984034300274
244,-17.0,12.0651055,-4.493375969745584,-5.768776985688547,-1.0337984034300274
245,-17.0,13.998968666666668,-4.492580037562474,-5.765165577945045,-1.0337984034300274
246,-17.0,14.625955999999999,-4.460881444810103,-5.609889702945865,-1.0337984034300274
247,-16.0,-10.00617625,-4.460799930775619,-5.609501248969819,-0.8592645026356622
248,-16.0,-8.675000166666667,-4.455684803036572,-5.584975793695068,-0.8592645026356622
249,-16.0,-8.016216499999999,-4.453030591417107,-5.5721365483809935,-0.8592645026356622
250,-16.0,-7.619428350000001,-4.450211524134431,-5.558418629181509,-0.8592645026356622
251,-16.0,-4.378108866666666,-4.442117069138953,-5.51829660187226,-0.8592645026356622
252,-16.0,-3.1110644,-4.435179082931974,-5.482873426603053,-0.8592645026356622
253,-16.0,-2.9474673,-4.434463034558687,-5.479190059759437,-0.8592645026356622
254,-16.0,-1.3636784666666664,-4.4279658319974535,-5.446046574657318,-0.8592645026356622
255,-16.0,-1.136706565,-4.413522032585825,-5.373405398441155,-0.8592645026356622
256,-16.0,-0.9705778725,-4.40577541789795,-5.3341569438309095,-0.8592645026356622
257,-16.0,-0.3896392499999999,-4.405308675051145,-5.3318113462791485,-0.8592645026356622
258,-16.0,-0.32252310000000006,-4.402655084990873,-5.3185169749425185,-0.8592645026356622
259,-16.0,-0.308406,-4.395462884210283,-5.2819656883686354,-0.8592645026356622
260,-16.0,-0.19601350000000028,-4.393268229083138,-5.270702076608416,-0.8592645026356622
261,-16.0,-0.09186652500000003,-4.391613754413896,-5.262193232240821,-0.8592645026356622
262,-16.0,0.8600980999999998,-4.378641922850846,-5.195725919323939,-0.8592645026356622
263,-16.0,1.80276933,-4.378633488290126,-5.195684421350641,-0.8592645026356622
264,-16.0,1.8335261500000002,-4.378064012585076,-5.192884447269328,-0.8592645026356622
265,-16.0,3.405349675,-4.372166339621053,-5.164104485254669,-0.8592645026356622
266,-16.0,5.601202,-4.333753606573859,-4.984638300208692,-0.8592645026356622
267,-16.0,6.098467075,-4.329308941248492,-4.965238756874287,-0.8592645026356622
268,-16.0,6.46384215,-4.315098738508731,-4.89757457406904,-0.8592645026356622
269,-16.0,8.4983845,-4.265230135370495,-4.667985227675934,-0.8592645026356622
270,-16.0,17.347898875,-4.232507942020564,-4.511550427451311,-0.8592645026356622
271,-15.0,-11.264791500000001,-4.218224713280092,-4.440327169482893,-0.6847306018412971
272,-15.0,-10.082253249999999,-4.214006654561053,-4.422353201258866,-0.6847306018412971
273,-15.0,-2.6258260574999994,-4.198683873853728,-4.357440951853392,-0.6847306018412971
274,-15.0,-0.64370404,-4.190276714402099,-4.315989618100409,-0.6847306018412971
275,-15.0,-0.30904893333333344,-4.184119134636848,-4.2856544535206185,-0.6847306018412971
276,-15.0,2.2560770000000003,-4.18272146943117,-4.278773953328229,-0.6847306018412971
277,-15.0,2.3216749500000002,-4.179168712676496,-4.263363008392046,-0.6847306018412971
278,-15.0,4.490956833333333,-4.1763448448581215,-4.250968808052,-0.6847306018412971
279,-15.0,4.637704333333333,-4.172474236829535,-4.234770218246968,-0.6847306018412971
280,-15.0,7.037097500000001,-4.170048217084047,-4.223701761615489,-0.6847306018412971
281,-15.0,9.062525525,-4.1602072832438735,-4.185826355640306,-0.6847306018412971
282,-15.0,10.54799375,-4.1550736564782085,-4.1610820198123415,-0.6847306018412971
283,-15.0,12.221596,-4.144386352395858,-4.110376816022696,-0.6847306018412971
284,-15.0,18.810158333333334,-4.129158904872998,-4.042796794623865,-0.6847306018412971
285,-14.0,-16.811,-4.121685492207971,-4.012195204983569,-0.5101967010469315
286,-14.0,-12.7315405,-4.113189138437408,-3.9850313924947836,-0.5101967010469315
287,-14.0,-11.624004750000001,-4.104282958149695,-3.9524853564627644,-0.5101967010469315
288,-14.0,-10.0204385,-4.102423141516599,-3.947657878747494,-0.5101967010469315
289,-14.0,-9.793824,-4.093530486840945,-3.909359957491766,-0.5101967010469315
290,-14.0,-8.06152,-4.091403135636114,-3.904842632857691,-0.5101967010469315
291,-14.0,-7.2365857799999995,-4.082363439365113,-3.886828287156905,-0.5101967010469315
292,-14.0,-6.615792,-4.074885595187709,-3.8732448049801,-0.5101967010469315
293,-14.0,-5.817652824999999,-4.053191343690791,-3.812784161536154,-0.5101967010469315
294,-14.0,-5.690351799999999,-4.04139982882237,-3.775853389384903,-0.5101967010469315
295,-14.0,-5.106596499999999,-4.039266827695686,-3.767020579021316,-0.5101967010469315
296,-14.0,-4.890712000000001,-4.015088695109242,-3.679405669569584,-0.5101967010469315
297,-14.0,-4.866535833333333,-4.004852236814734,-3.6467399178250917,-0.5101967010469315
298,-14.0,-4.8342595500000005,-3.9733818916293733,-3.5758223035300643,-0.5101967010469315
299,-14.0,-4.635906125,-3.9727798615956713,-3.5734469845392782,-0.5101967010469315
300,-14.0,-4.4163192,-3.9671703468620385,-3.5513635464831332,-0.5101967010469315
301,-14.0,-4.31246255,-3.966599876428865,-3.5491237890467913,-0.5101967010469315
302,-14.0,-4.031436,-3.9636551009752083,-3.537584637315858,-0.5101967010469315
303,-14.0,-3.5661245499999996,-3.9426922100142794,-3.474989014437928,-0.5101967010469315
304,-14.0,-3.092647375,-3.9410283842957674,-3.4687826463544216,-0.5101967010469315
305,-14.0,-3.07030585,-3.932272640306891,-3.4406361164788914,-0.5101967010469315
306,-14.0,-3.0502683,-3.922616523943342,-3.406106043042073,-0.5101967010469315
307,-14.0,-2.5265067333333335,-3.9161661560562457,-3.3994403006364013,-0.5101967010469315
308,-14.0,-2.399437665,-3.912326817718289,-3.3868768876034347,-0.5101967010469315
309,-14.0,-2.3316105499999997,-3.901129408442917,-3.356090097866595,-0.5101967010469315
310,-14.0,-0.5905224999999996,-3.8889023234260276,-3.338808876002991,-0.5101967010469315
311,-14.0,0.119681835,-3.8687107028495467,-3.310877491309401,-0.5101967010469315
312,-14.0,0.24429989,-3.867548899908751,-3.3116403346438967,-0.5101967010469315
313,-14.0,0.24589303333333312,-3.829509165397603,-3.26939504793473,-0.5101967010469315
314,-14.0,1.11948025,-3.8265757510540896,-3.267860532753161,-0.5101967010469315
315,-14.0,1.732412946666667,-3.8254680271443595,-3.2650342118864817,-0.5101967010469315
316,-14.0,1.8359737999999999,-3.816032367427246,-3.2471793536893805,-0.5101967010469315
317,-14.0,2.8153933665000004,-3.805468275962482,-3.249978508047874,-0.5101967010469315
318,-14.0,5.29993905,-3.799244973450416,-3.2359910231968425,-0.5101967010469315
319,-14.0,5.8335109,-3.7761231194708915,-3.251717151253096,-0.5101967010469315
320,-14.0,5.9055397,-3.7701193010865617,-3.2485960843853667,-0.5101967010469315
321,-14.0,6.1686707,-3.7598315183858158,-3.247105791817719,-0.5101967010469315
322,-14.0,8.2776722,-3.7504621159158957,-3.268889540533838,-0.5101967010469315
