,game_id,did_cover_sbr,did_win,week_id,season,final_margin,sbr_spread,0_score,1_score,2_score,3_score,4_score,label,score
2505,200912200phi,1,1,15,2009,14,7.0,,0.9499298,0.40773174,,,1,0.67883077
2506,200912270gnb,1,1,16,2009,38,13.5,0.8346677,0.7433356,,0.95580924,0.87277913,1,0.8537234149999999
2507,200912130htx,1,1,14,2009,27,7.0,0.8057789000000001,0.78805566,,0.76355577,,1,0.78805566
2508,200911220min,1,1,11,2009,26,10.5,,0.8094366999999999,,,,1,0.8094366999999999
2509,200911290ram,-1,-1,12,2009,-10,3.5,,,0.43290305,,,0,0.43290305
2510,200911150crd,1,1,10,2009,11,8.0,0.8177821,,,0.7049091,0.6978599,1,0.7049091
2511,200910040clt,1,1,4,2009,17,10.5,0.59850144,0.9891329,,0.99268186,0.68533725,1,0.8372350749999999
2512,200909200sfo,1,1,2,2009,13,1.0,0.9204812,0.49230063,0.49378476,,0.80965364,1,0.6517191999999999
2513,200911010dal,1,1,8,2009,21,9.5,,0.96246105,,0.88973236,,1,0.926096705
2514,201009190gnb,1,1,2,2010,27,13.0,0.9875716999999998,0.7524404,,1.0391006,0.89515793,1,0.9413648149999999
2515,201011210cin,-1,-1,11,2010,-18,4.0,0.6806184000000001,0.44887465,,,,0,0.564746525
2516,201012050min,1,1,13,2010,24,5.0,,0.5685545999999999,,,0.6507418,1,0.6096482
2517,201009260nwe,-1,1,3,2010,8,14.5,,1.1843327,0.60915583,0.7455474,0.9380963,1,0.84182185
2518,201010240rav,-1,1,7,2010,3,12.5,0.7609812,,,0.9489306999999999,,1,0.8549559499999999
2519,201010310kan,-1,1,8,2010,3,7.0,,0.93593615,0.7163042,,0.65185785,1,0.7163042
2520,201101020nyj,1,1,17,2010,31,1.0,,0.46010935,0.49023859999999997,0.4977487,,1,0.49023859999999997
2521,201012190mia,-1,-1,15,2010,-3,6.0,,0.7567034,,,0.5951521,0,0.67592775
2522,201010240gnb,1,1,7,2010,4,2.5,0.33503246,0.59134024,0.6894014,0.49709153,,1,0.544215885
2523,201011280was,-1,-1,12,2010,-4,2.5,0.50678223,,,,,0,0.50678223
2524,201011140chi,1,1,10,2010,14,1.0,,,0.09190887,,,1,0.09190887
2525,201101020det,1,1,17,2010,7,3.5,0.6465948,0.66184783,,0.20843521,,1,0.6465948
2526,201010310nwe,1,1,8,2010,10,5.0,,0.96025515,,0.7124779,,1,0.836366525
2527,201012280phi,-1,-1,16,2010,-10,14.5,0.8500489999999999,0.8656710999999999,,0.9838126,0.96608686,0,0.91587898
2528,201010110nyj,1,1,5,2010,9,4.0,0.9081816999999999,,0.8281280999999999,,,1,0.8681549
2529,201011070gnb,1,1,9,2010,38,7.5,,,0.76437765,,,1,0.76437765
2530,201009260htx,-1,-1,3,2010,-14,2.5,0.6122496000000001,,0.36682922,0.7552206,0.51025414,0,0.56125187
2531,201009120was,1,1,1,2010,6,4.0,,0.7762252,,0.20053676,0.16397968,1,0.20053676
2533,201010170min,1,1,6,2010,3,1.5,,0.286152,0.53325963,0.30091402,0.5233688,1,0.41214141
2534,201101020phi,1,-1,17,2010,-1,2.0,0.14691818,0.3742562,,,0.5232600000000001,0,0.3742562
2535,201012050clt,-1,-1,13,2010,-3,6.0,0.7711623000000001,,,0.6630199000000001,0.6132316999999999,0,0.6630199000000001
2536,201011140nyg,-1,-1,10,2010,-13,12.5,1.1455612,,0.6174593,,0.74308985,0,0.74308985
2537,201012050gnb,1,1,13,2010,18,9.0,1.024566,0.74103457,0.8943502000000001,0.8355988000000001,0.73340213,1,0.8355988000000001
2538,201012260ram,1,1,16,2010,8,2.5,0.13727283,,0.4096517,,,1,0.27346226500000004
2539,201012160sdg,1,1,15,2010,27,10.5,0.9668339,,,1.0583415,0.72471356,1,0.9668339
2540,201009120sea,1,1,1,2010,25,3.0,0.18768942,0.15345989999999998,0.49263412,,0.35359862,1,0.27064402
2541,201010240car,1,1,7,2010,3,2.5,,,0.14978415,,0.32926396,1,0.239524055
2542,201011290crd,-1,-1,12,2010,-21,2.0,0.5617616,0.5700803000000001,0.46574712,0.34775096,,0,0.51375436
2544,201009260kan,1,1,3,2010,21,3.0,0.10720414,,,,,1,0.10720414
2545,201012260gnb,1,1,16,2010,28,3.0,,0.81621575,,,0.847353,1,0.831784375
2546,201010100htx,-1,-1,5,2010,-24,3.0,,,0.7121687,,,0,0.7121687
2547,201011070sea,-1,-1,9,2010,-34,7.0,0.52135646,0.23273578,0.2537336,0.40705990000000003,0.12735677,0,0.2537336
2548,201101020was,1,-1,17,2010,-3,5.0,0.031715035,0.31706393,0.11757341,0.32100177,0.2549299,0,0.2549299
2549,201011210phi,1,1,11,2010,10,3.5,0.5796520000000001,,0.7921741,0.41282457,,1,0.5796520000000001
2550,201009190clt,1,1,2,2010,24,4.0,0.87848234,0.65483195,,,,1,0.766657145
2551,201010250dal,-1,-1,7,2010,-6,3.5,0.5028776,0.49093370000000003,0.53111345,0.6671096,,0,0.516995525
2552,201109080gnb,1,1,1,2011,8,5.0,,0.42592709999999995,0.8170873000000001,0.40374336,0.64750504,1,0.53671607
2553,201110300ram,1,1,8,2011,10,14.0,,,0.013281583999999999,0.48470026,0.13424435,1,0.13424435
2554,201110090car,1,-1,5,2011,-3,7.5,0.27606422,0.2624551,,0.15995651,0.40051106,0,0.26925966
2555,201112110oti,-1,-1,14,2011,-5,3.5,0.68976,,,0.24865445,,0,0.469207225
2556,201110160tam,1,1,6,2011,6,6.5,0.2568025,0.32375243,0.46844300000000005,,0.09018114,1,0.29027746499999996
2557,201111130atl,-1,-1,10,2011,-3,1.0,0.5282574999999999,0.29735142,0.55353254,0.5723913,0.63618743,0,0.55353254
2558,201201140sfo,1,1,19,2011,4,3.5,,,0.52583694,,,1,0.52583694
2559,201110020jax,-1,-1,4,2011,-13,9.0,0.01978594,0.50442874,,-0.021048546,0.38152716,0,0.20065655
2560,201112180min,-1,-1,15,2011,-22,7.0,,0.43411228,,0.42951432,,0,0.4318133
